Type,ParentGroupedProductId - SKIP,Name,ShortDescription,FullDescription,Published,SKU,downloadable,TaxStatus,TaxClass,manage_stock,stock,DisplayStockAvailability - SKIP,DisplayStockQuantity - SKIP,MinStockQuantity - SKIP,Backorders allowed,Low stock amount,BackorderMode - SKIP,AllowBackInStockSubscriptions - SKIP,OrderMinimumQuantity,OrderMaximumQuantity,AllowedQuantities - SKIP,AllowAddingOnlyExistingAttributeCombinations - SKIP,NotReturnable - SKIP,regular_price,OldPrice - SKIP,Weight,Length,Width,Height,Categories
Simple Product,0,Historical & Theological Foundations of Law 3 Volumes,Historical & Theological Foundations of Law 3 vols,"<p><span style=""font-size: 10pt;""><em><strong><span style=""font-family: verdana, geneva;"">Historical &amp; Theological Foundations of Law 3 Volumes </span></strong></em></span><br /><span style=""font-size: 10pt;"">What is the Law? Where does it get its authority?</span><br /><span style=""font-size: 10pt;"">Is law “law” because a Higher Authority has ordained it so?</span><br /><span style=""font-size: 10pt;"">The Laws of Nature and of Nature’s God?</span><br /><span style=""font-size: 10pt;"">Do “echoes of Eden” remain, faintly reminding us of an Original Plan?</span><br /><span style=""font-size: 10pt;"">With unparalleled scope and minute detail, Historical &amp; Theological Foundations of Law studies the earliest origins</span><br /><span style=""font-size: 10pt;"">of Law in the legal systems of ancient societies all across the earth, explores their common threads and differences,</span><br /><span style=""font-size: 10pt;"">and traces their development through history, and notes common trends that should cause hope or alarm today!</span></p>
<p> </p>
<p><br /><br /><br /> <br /><br /> <br /> <br /><br /></p>",1,NWB15,no,taxable,media,yes,0,TRUE,FALSE,0,yes,3,Allow Qty Below0 And Notify Customer,FALSE,1,10000,,FALSE,FALSE,150,0,4.4188,6.25,4.5,9.25,Browse All;School Resources;Curriculum;CHRISTMAS SHOP;
Simple Product,0,History Lovers Package,Christmas Sale,"<p><strong><span style=""font-size: medium;""><em>History Lovers Package<br /></em></span></strong></p>
<p><span style=""font-size: 9pt; font-family: verdana,geneva;"">Includes:</span></p>
<p><span style=""color: #000000; font-family: Arial,Helvetica,sans-serif; font-size: x-small;""><a href=""https://shop.wallbuilders.com/celebrate-liberty-famous-patriotic-speeches-sermons-book"" target=""_blank""><span style=""font-size: 9pt; font-family: verdana,geneva;"">Celebrate Liberty! Famous Patriotic Speeches &amp; Sermons</span></a><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/george-washingtons-rules-of-civility-decent-behaviour-in-company-and-conversation"" target=""_blank"">George Washington's Rules of Civility &amp; Decent Behaviour in Company and Conversation</a></span><br /><span style=""font-family: verdana,geneva; font-size: 9pt;""><a href=""https://shop.wallbuilders.com/ethics-an-early-american-handbook-book"" target=""_blank"">Ethics: An Early American Handbook</a><br />Exceptional (DVD)<br /><a href=""https://shop.wallbuilders.com/quotations-of-the-founders-books"" target=""_blank"">Quotations of the Founders Set (Franklin, Jefferson, Washington)</a><br />A Nation Adrift (DVD)</span><br /></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",0,CMAS02,no,taxable,media,yes,-56,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,1000,,FALSE,FALSE,59.99,84,4.25,6,5.25,8.25,Browse All;
Simple Product,0,In God We Trust Decals,,"<p style=""font-family: Tahoma,Geneva,sans-serif; font-size: 13px; line-height: 16px;"" align=""center""><strong>&nbsp;Join Americans across the nation who are affirming their trust in God &ndash; and the freedom to proclaim it</strong><br /><strong> &ndash; by displaying this removable 4""x5"" window cling decal in your home, office or vehicle.</strong><br /> &nbsp;</p>
<p style=""font-family: Tahoma,Geneva,sans-serif; font-size: 14px; line-height: 20px;"">Since the U.S. Congress passed Resolution 13* with an overwhelming 396/9 vote in November, 2011, reaffirming our national motto and encouraging its public display, elected leaders and citizens have taken action to display ""In God We Trust"" in government buildings, courtrooms, schools and businesses.&nbsp; (*<span style=""text-decoration: underline;""><a style=""color: #3300ff; text-decoration: underline;"" href=""http://link.sc.uipemail.com/click?270-1938-1-8512-http://ingodwetrust.com/wp-content/uploads/2012/03/In-God-We-Trust_Resolution-13.pdf"" target=""_blank"">HR 13</a></span>)</p>
<p style=""font-family: Tahoma,Geneva,sans-serif; font-size: 14px; line-height: 20px;"">Join the movement &ndash; add your windows to the Million Window Campaign proclaiming ""In God We Trust."" Then, when we reach a million, we'll blitz the social media with pictures of our decals on display &ndash; so there will be no mistake about the huge number of people in America who trust in God and who are bold to say so!</p>
<p style=""font-family: Tahoma,Geneva,sans-serif; font-size: 14px; line-height: 20px;"">To order your decal, be sure to visit the ""<span style=""text-decoration: underline;""><a style=""color: #3300ff; text-decoration: underline;"" href=""https://raisethemoney.com/VlsqPTseGlPNeTUGhCG-7g/w"" target=""_blank"">In God We Trust Window Cling</a></span>"" website today! (*Prices may vary)</p>",0,,yes,taxable,media,yes,0,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,0,0,,FALSE,FALSE,5,0,0.32,0.66,5.5,8.5,Browse All;
Simple Product,0,Influence of the Bible on America Online Course (Must be purchased through learning.wallbuilders.com),"Online Curriculum, to be purchased through an outside source.","<p><span style=""color: #1b386c;""><span style=""font-size: small; color: #0000ff;""><em><span style=""text-decoration: underline;""><strong><a href=""http://learning.wallbuilders.com/login/index.php""><span style=""color: #0000ff; text-decoration: underline;"">Click here</span></a></strong></span></em></span> to sign-up and pay for this online course. You will be directed to a secure site. After purchase you will have access to a coupon code for a discount on the <em>Influence of the Bible on America</em> DVD for only $7! You will find this code once you log in to the <em>Influence of the Bible on America's</em> main course page. </span></p>
<p> </p>
<p>The <em>Influence of the Bible on America</em> interactive course correlates to WallBuilders' DVD of the same title. This curriculum consists of 10 online lessons examining the influence that the Bible has had on shaping American and its key institutions, covering from colonial days to the late nineteenth century.<br /><br /> Each lesson begins with a segment from the DVD and also adds many supplemental video clips, historical documents, and articles relevant to the theme of each lesson. There are also web links to additional information. After each lesson there will be a quiz on the information covered. This is an excellent, easy and exciting tool for individual study or for homeschool/Christian school classes, Sunday schools, and small groups to learn the depth about our nation's Godly foundations.</p>
<p><em><span style=""color: #800000;"">Participants in the course have access for one year. If you are unable to finish the course during that time frame, you will need to purchase an additional license. </span></em></p>
<p>NOTE: This course is flash-player based and therefore will not work on the iPhone, iPad or any other device that is not flash capable.</p>",0,c01,no,taxable,media,no,0,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,29.95,0,0,0,0,0,Browse All;Curriculum;
Simple Product,0,Internal Use Only,This is for internal use only,<p><br /><br /></p>,1,IUO1,yes,taxable,,no,10000,FALSE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,50000,,FALSE,FALSE,0,0,0,0,0,0,
Simple Product,0,Internal Use Only - FedEx Pick Up Fee,"This is for internal use only
Pick up fee for distributors",<p><br /><br /></p>,1,IU02,yes,taxable,,yes,9958,FALSE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,50000,,FALSE,FALSE,0,0,0,0,0,0,
Simple Product,0,Is America a Christian Nation? (Audio Cassette),Is America a Christian Nation? (Audio Cassette),"<p>Did you know that in 1892, the Supreme Court declared America a Christian nation? Review the evidence which led to the Court's noteworthy conclusion.</p>
<p>Audio Cassette.</p>",0,A16,no,taxable,media,yes,-1,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,4.95,0,0.13,0.69,2.75,4.31,Browse All;
Simple Product,0,Is America a Christian Nation? (Bargain Bin CD),Is America a Christian Nation? (Bargain Bin CD),"<p>Did you know that in 1892, the Supreme Court declared America a Christian nation? Review the evidence which led to the Court's noteworthy conclusion.</p>
<p><b>Case Lot:</b> 30</p>",0,CD26Z,no,taxable,media,yes,0,TRUE,TRUE,0,no,0,No Backorders,FALSE,1,10000,,FALSE,FALSE,6.95,0,0.22,0.41,5.88,4.91,Bargain Bin;Browse All;
Simple Product,0,Is America a Christian Nation? (CD26),Is America a Christian Nation? (CD),"<p>Did you know that in 1892, the Supreme Court declared America a Christian nation? Review the evidence which led to the Court's noteworthy conclusion.</p>
<p><strong>Case Lot:</strong> 30</p>",1,CD26,no,taxable,media,yes,611,TRUE,FALSE,0,yes,50,Allow Qty Below0 And Notify Customer,FALSE,1,10000,,FALSE,FALSE,6.99,0,0.1875,0.4063,5.625,4.9063,Browse All;CDs;
Simple Product,0,Is America a Christian Nation? (mp3),"Digital Download of ""Is America a Christian Nation?""","<p>Did you know that in 1892, the Supreme Court declared America a Christian nation? Review the evidence which led to the Court's noteworthy conclusion.</p>
<p>62 minutes.</p>",1,DDCD26,yes,taxable,media,no,9860,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,4.95,0,0,0,0,0,"Browse All;Digital Downloads (MP3s, MP4s & PDFs);MP3s;"
Simple Product,0,"Isaac Newton: Inventor, Scientist, & Teacher (HHB11)",Isaac Newton Biography (Book),"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of Science &amp; History.</span></span><br /><br /><br /><strong><span style=""font-size: medium;"">Isaac Newton: Inventor, Scientist, &amp; Teacher</span></strong></p>
<p><span style=""text-decoration: underline;""><strong><span style=""font-size: small;"">Isaac Newton wrote:</span></strong></span></p>
<p><span style=""font-size: small;""><strong>On the sun and other heavenly bodies: </strong>""This most beautiful system of the sun, planets, and comets, could only proceed from the counsel and dominion of an intellectual Being.""</span></p>
<p><span style=""font-size: small;""><strong>On the Lord of the heavens: </strong>""This being governs all things, not as the soul of the world, but as Lord of all . . .""</span></p>
<p><span style=""font-size: small;""><strong>On atheism: </strong>""Atheism is so senseless. When I look at the solar system, I see the earth at the right distance from the sun to receive the proper amounts of heat and light. This did not happen by chance.""</span></p>
<p><span style=""font-size: small;""><strong>On the solar system: </strong>""The motions of the planets require a Divine Arm to impress them.""</span></p>
<p><span style=""font-size: small;""><strong>On God, his Savior: </strong>""The true God is a living, intelligent and powerful being.""</span></p>
<p><span style=""font-size: small;""><strong>On the trials of life: </strong>""Trials are medicines which our gracious and wise physician gives because we need them; and he proportions the frequency and weight of them to what the case requires. Let us trust His skill and thank Him for His prescription.""</span></p>
<p><span style=""font-size: small;""><strong>On God's presence: </strong>""His (God's) duration reaches from eternity to eternity; His presence from infinity to infinity.""</span></p>
<p><span style=""font-size: small;""><strong>On the Bible: </strong>""I have a fundamental belief in the Bible as the Word of God, written by men who were inspired. I study the Bible daily.""</span></p>
<p> </p>
<p><span style=""color: #000000; font-size: x-small;"">144 pages, Paperback<br /><br /> ISBN-10: 0-915134-95-0<br /></span><span style=""color: #000000; font-size: x-small;""> ISBN-13: 978-0-915134-95-3</span><span style=""color: #000000; font-family: Arial,Helvetica,sans-serif; font-size: x-small;""><br /><br /></span></p>",1,HHB11,no,taxable,media,yes,18,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,8.99,0,0.4063,0.375,5.25,8.25,Other Christian Heroes;Browse All;Biographies: Hall of Heroes;
Simple Product,2254,ISR2018 50% After Deposit,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Payment for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p> <span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$1,900 50% After Deposit</strong> <br /><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;"">+3% credit card processing fee </span></span><br /></span></span></p>
<p> </p>
<p> </p>",0,ISR201850,yes,,,yes,196,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,1957,0,0,0,0,0,
Simple Product,2254,ISR2018 Deposit,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Deposit for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$300 Deposit</strong><br />+3% credit card processing fee </span></span></p>
<p> </p>",0,ISR2018D,yes,,,yes,174,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,309,0,0,0,0,0,
Simple Product,0,ISR2018 Payment,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Deposit for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$300 Deposit</strong><br />+3% credit card processing fee </span></span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$1,900 50% After Deposit</strong> <br /><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;"">+3% credit card processing fee </span></span><br /></span></span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$3800 Total After Depost</strong><br /><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;"">+3% credit card processing fee </span></span></span></span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$4100 Total Payment</strong><br /><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;"">+3% credit card processing fee </span></span></span></span></p>
<p><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong>$5035 Single Occupancy</strong><br /><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;"">+3% credit card processing fee </span></span></span></span></p>
<p> </p>",0,ISR2018,yes,,,yes,200,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,309,0,0,0,0,0,
Simple Product,2254,ISR2018 Single Occupancy,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Payment for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p><span style=""font-size: 10pt;""><strong>$5035 Total Payment</strong></span><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""> <br /><span style=""font-family: verdana,geneva;"">+3% credit card processing fee </span><br /></span></span></p>
<p> </p>
<p> </p>",0,ISR2018SO,yes,,,yes,200,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,5186,0,0,0,0,0,
Simple Product,2254,ISR2018 Total After Deposit,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Payment for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p><span style=""font-size: 10pt;""><strong>$3800</strong></span><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""><strong> Total After Deposit</strong> <br /><span style=""font-family: verdana,geneva;"">+3% credit card processing fee </span><br /></span></span></p>
<p> </p>
<p> </p>",0,ISR2018TD,yes,,,yes,200,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,3914,0,0,0,0,0,
Simple Product,2254,ISR2018 Total Payment,,"<p><span style=""font-family: verdana,geneva; font-size: 10pt;"">Payment for Israel trip lead by The Bible Comes to Life. </span><br /><br /><span style=""font-family: verdana,geneva; font-size: 10pt;"">*For a special trip in the spring of 2018. Applications must have already been submitted in order to make this deposit and remaining payments.</span></p>
<p><span style=""font-size: 10pt;""><strong>$4100 Total Payment</strong></span><span style=""font-family: verdana,geneva; font-size: 10pt;""><span style=""font-family: verdana,geneva; font-size: 10pt;""> <br /><span style=""font-family: verdana,geneva;"">+3% credit card processing fee </span><br /></span></span></p>
<p> </p>
<p> </p>",0,ISR2018TP,yes,,,yes,199,FALSE,FALSE,0,yes,1,No Backorders,FALSE,1,200,,FALSE,FALSE,4223,0,0,0,0,0,
Simple Product,0,Jason Lee: Winner of the Northwest (HHB12),Jason Lee Biography (Book),"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of American History. <br /><br /></span></span></p>
<p><strong><span style=""font-size: medium;""><em>Jason Lee: Winner of the Northwest<br /></em></span></strong></p>
<p><span style=""font-size: small;"">The four Indians swam rivers, hid from hostile Indians, hunted for food, sometimes lived on only berries and fruit. ""My moccasins are worn out,"" said one, and no wonder. They had traveled nearly 3000 miles on foot. For what? To seek the Book of Heaven from the white man.</span></p>
<p><span style=""font-size: small;"">The story captured the imaginations and hearts of Christendom. Methodists responded by sending Jason Lee to Oregon. Lee loved the Northwest when he read about it, and he loved it even more when he reached the end of the Oregon Trail and saw its rivers and forests and fertile soil and its Indians and rugged pioneers. So, he built his mission on the banks of the Willamette. He spoke in churches urging people to move to the land of the setting sun and help to build a Christian Oregon. He lobbied Congress to establish Oregon as a Territory.</span></p>
<p><span style=""font-size: small;"">Tragedy stalked Jason, and he died in the noon of life, so he had no opportunity to enjoy triumph. But in after years, when the state needed to select two of its native sons to honor in the Statuary Hall of the Capitol Building in Washington, D.C., it was obvious to its citizens that one of them should be Jason Lee. Today his statue stands not only in the National Hall, but also on the lawn of Oregonians' own Capitol Building in Salem. And nearby is a statue of a Methodist circuit rider, reminding viewers of the part the Book of Heaven played in the history of the Northwest.</span></p>
<p><strong><span style=""font-size: medium;""><em><span style=""color: #000099; font-family: Arial,Helvetica,sans-serif; font-size: small;""><strong> </strong></span></em></span></strong></p>
<p><span style=""font-size: x-small; color: #000000;"">168 pages, Paperback</span></p>
<p><span style=""font-size: x-small; color: #000000;""><br /> ISBN-10: 0-88062-161-3<br /> ISBN-13: 978-0-88062-161-8</span></p>
<p><strong><span style=""font-size: medium;""><em><span style=""color: #000099; font-family: Arial,Helvetica,sans-serif; font-size: small;""><strong> </strong></span></em></span></strong></p>",1,HHB12,no,taxable,media,yes,18,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,8.99,0,0.4438,0.4375,5.25,8.25,Browse All;American Heroes;Biographies: Hall of Heroes;
Simple Product,0,Johannes Kepler: Giant of Faith & Science (HHB13),Johannes Kepler Biography (Book),"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of Science &amp; History.</span></span><br /><br /><br /><strong><span style=""font-size: medium;"">Johannes Kepler: Giant of Faith &amp; Science</span></strong></p>
<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><strong><span style=""font-family: arial,helvetica;"">His Personal Creed</span></strong></span></span></p>
<p><span style=""font-size: small;""><span style=""font-family: arial,helvetica;""><strong>I believe</strong></span> . . . that the World of Nature, the World of Man, the World of God - all three fit together. We see how God, like a human architect approached the founding of the world according to order and rule and measured everything in such a manner.</span></p>
<p><span style=""font-size: small;""><span style=""font-family: arial,helvetica;""><strong>I believe</strong></span> . . . that together with the Holy Scriptures came the book of Nature. Should the kind Creator who brought forth nature out of nothing deprive the spirit of man . . . of every heavenly delight. I had the intention of becoming a theologian . . . but now I see how God is, by my endeavors, also glorified in astronomy for the heavens declare the glory of God.</span></p>
<p><span style=""font-size: small;""><span style=""font-family: 'arial,helvetica';""><strong>I believe</strong></span> . . . that our Creator has given us a spirit in addition to the senses, for another reason than merely to provide living for ourselves . . . Man's soul is something quite different from the others part of man, and the soul is kept alive, enriched and grows by that food called knowledge. I am eager to publish my observations in God's honor who wishes to be recognized from the book of Nature. I am a Christian.</span></p>
<p><span style=""font-size: small;""><span style=""font-family: arial,helvetica;""><strong>I believe</strong></span> . . . only and alone in the service of Jesus Christ . . . in Him is all refuge and solace.</span></p>
<p> </p>
<p><span style=""color: #000000; font-family: Arial,Helvetica,sans-serif; font-size: x-small;"">202 pages, Paperback<br /><br /> ISBN-10: 0-915134-11-X<br /> ISBN-13: 978-0-915134-11-3<br /><br /></span></p>",1,HHB13,no,taxable,media,yes,0,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,8.99,0,0.525,0.4375,5.25,8.25,Other Christian Heroes;Browse All;Biographies: Hall of Heroes;
Simple Product,0,John Adams: Independence Forever (HYB30),John Adams Biography,"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of American History. <br /><br /></span></span></p>
<p><strong><span style=""font-size: medium;""><em><span class=""ProductNameText"">John Adams: Independence Forever</span> (Heroes of History)</em></span></strong></p>
<p><span style=""font-weight: normal;""><span style=""color: #000000; font-size: small;"">As a young boy, John Adams never imagined the vital role he would one day play in the transformation of the colonies into an independent American nation. A farmer, lawyer, influential member of the Continental congress, foreign diplomat, first vice president, second president through it all, this true American patriot held firmly to his integrity and left an uncompromising legacy: independence forever. (1735-1826)<br /><br /></span><span style=""font-size: small;"">The stories of <span style=""font-style: italic;"">Heroes of History </span>are told in an engaging narrative format, where related history, geography, government, and science topics come to life and make a lasting impression.</span> <br /></span></p>
<p><span style=""color: #000000; font-size: x-small;""><br />224 pages, Paperback<br />Ages: 10+<br /></span></p>
<p><span style=""color: #000000; font-size: x-small;""><br /> <span style=""color: #000000; font-size: x-small;"">ISBN-10: 1883002516<br /> </span><br /></span></p>",1,HYB30,no,taxable,media,yes,19,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,9.99,0,0.4375,0.5625,5.25,8,Browse All;PRESIDENTS DAY;American Heroes;Biographies: Hall of Heroes;
Simple Product,0,John Jay: His Life & Writings (CD ROM),John Jay (CD ROM),"<p>Six nineteenth century books with writings of America's first Chief Justice, John Jay, are available on CD ROM for academic research and personal study. Jay's keen observations on government and society supply excellent material for the scholastic endeavors and also offer an engaging read. This CD ROM includes a biography and is fully searchable.</p>
<p>CD ROM.</p>
<p><strong>Case Lot:</strong> 30</p>",0,CDR01,no,taxable,media,yes,5,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,9.99,0,0.21,0.41,5.88,4.91,Browse All;CD ROMs;
Simple Product,0,John Jay: His Life & Writings (PDF Download),John Jay (PDF Download),"<p>Six nineteenth century books with writings of America's first Chief Justice, John Jay, are available on CD ROM for academic research and personal study. Jay's keen observations on government and society supply excellent material for the scholastic endeavors and also offer an engaging read. This PDF includes a biography and is fully searchable.</p>
<p>PDF Download.</p>
<p><strong> </strong></p>",1,PDF01,yes,taxable,media,yes,9947,FALSE,FALSE,0,yes,1,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,5.99,7.95,0.21,0.41,5.88,4.91,"Digital Downloads (MP3s, MP4s & PDFs);Browse All;PDFs;"
Simple Product,0,Keeping Truth in History (Bargain Bin CD27Z),Keeping Truth in History (CD),"<p>America has developed a severe case of historical amnesia. Not only have we forgotten how we became the most stable and prosperous nation on the globe, but now we often feel compelled to apologize to the world just for being Americans. How did we develop such a serious national identity crisis? It came as a result of five specific historical attacks launched over the past century that have now found a permanent home in American media and education. Learn about each of the five attacks and how to quickly identify and negate its harmful influence so that Americans can once again regain an understanding of our greatness and preserve it for generations to come.</p>
<p>75 minutes.</p>
<p><strong>Case Lot:</strong> 30</p>",0,CD27Z,no,taxable,media,yes,0,TRUE,FALSE,0,no,0,No Backorders,FALSE,1,10,,FALSE,FALSE,6.95,0,0.23,0.41,5.88,4.91,Bargain Bin;
Simple Product,0,Keeping Truth in History (CD27),Keeping Truth in History (CD),"<p>America has developed a severe case of historical amnesia. Not only have we forgotten how we became the most stable and prosperous nation on the globe, but now we often feel compelled to apologize to the world just for being Americans. How did we develop such a serious national identity crisis? It came as a result of five specific historical attacks launched over the past century that have now found a permanent home in American media and education. Learn about each of the five attacks and how to quickly identify and negate its harmful influence so that Americans can once again regain an understanding of our greatness and preserve it for generations to come.</p>
<p>75 minutes.</p>
<p><strong>Case Lot:</strong> 30</p>",1,CD27,no,taxable,media,yes,180,TRUE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,6.99,0,0.1875,0.4063,5.625,4.9063,Browse All;CDs;School Resources;
Simple Product,0,Keeping Truth in History (mp3),Keeping Truth in History (mp3),"<p>America has developed a severe case of historical amnesia. Not only have we forgotten how we became the most stable and prosperous nation on the globe, but now we often feel compelled to apologize to the world just for being Americans. How did we develop such a serious national identity crisis? It came as a result of five specific historical attacks launched over the past century that have now found a permanent home in American media and education. Learn about each of the five attacks and how to quickly identify and negate its harmful influence so that Americans can once again regain an understanding of our greatness and preserve it for generations to come.</p>
<p>75 minutes.</p>
<p><strong> </strong></p>",1,DDCD27,yes,taxable,media,no,10000,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,4.95,0,0.1875,0.4063,5.625,4.9063,"Digital Downloads (MP3s, MP4s & PDFs);Browse All;MP3s;"
Simple Product,0,Keys to Good Government (Audio Cassette),Keys to Good Govt (Audio Cassette),"<p>This audio cassette Contrasts the Founding Fathers' views on public policy with the current decline in honesty and integrity in government. Founding Fathers such as Benjamin Rush, Noah Webster, and Fisher Ames outlined principles for successful government as a legacy for future Americans. Revisit the counsel of great men and learn how to reclaim the quality of government we once enjoyed.</p>
<p>Audio Cassette. 59 Minutes.</p>",0,A03,no,taxable,media,yes,1,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,4.95,0,0.13,0.69,2.75,4.31,Browse All;
Simple Product,0,Keys to Good Government (B03),Keys to Good Govt (Book),"<p><span style=""font-size: 11pt;"">This booklet Contrasts the Founding Fathers' views on public policy with the current decline in honesty and integrity in government. Founding Fathers such as Benjamin Rush, Noah Webster, and Fisher Ames outlined principles for successful government as a legacy for future Americans. Revisit the counsel of great men and learn how to reclaim the quality of government we once enjoyed.</span></p>
<p><span style=""font-size: 11pt;"">Booklet. 32 Pages. Paperback.</span></p>
<p><span style=""font-size: 11pt;""><strong>Case Lot:</strong> 160</span></p>",1,B03,no,taxable,media,yes,4431,TRUE,FALSE,0,yes,100,Allow Qty Below0 And Notify Customer,FALSE,1,10000,,FALSE,FALSE,4.99,0,0.175,0.1563,5.5,8.5,Browse All;Books;School Resources;Labor Day Sale;
Simple Product,0,Keys to Good Government (Bargain Bin Book),Keys to Good Govt (Book),"<p>This booklet Contrasts the Founding Fathers' views on public policy with the current decline in honesty and integrity in government. Founding Fathers such as Benjamin Rush, Noah Webster, and Fisher Ames outlined principles for successful government as a legacy for future Americans. Revisit the counsel of great men and learn how to reclaim the quality of government we once enjoyed.</p>
<p>Booklet. 32 Pages.</p>
<p><strong>Case Lot:</strong> 150</p>",0,B03Z,no,taxable,media,yes,0,TRUE,FALSE,0,no,0,No Backorders,FALSE,1,10000,,FALSE,FALSE,4.95,0,0.14,0.13,5.5,8.5,Bargain Bin;
